v4_3,Data Marking,CV,CI+/-,calendar-years,Time,administrative-geography,Geography,sexual-orientation,SexualOrientation,unit-of-measure,UnitOfMeasure
,x,x,x,2013,2013,E12000005,West Midlands,bisexual,Bisexual,number,Number
4414,,a,23,2016,2016,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
100,,b,17,2016,2016,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
24,,c,7,2016,2016,E12000005,West Midlands,other,Other,number,Number
31,,c,9,2018,2018,E12000005,West Midlands,other,Other,number,Number
107,,b,19,2018,2018,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
2.3,,b,0.4,2015,2015,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.9,,c,0.3,2016,2016,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.3,,c,0.3,2018,2018,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
2.9,,c,0.6,2019,2019,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
15,,d,6,2015,2015,E12000005,West Midlands,other,Other,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
4413,,a,28,2018,2018,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
62,,c,15,2018,2018,E12000005,West Midlands,bisexual,Bisexual,number,Number
138,,c,28,2019,2019,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
2.2,,b,0.4,2016,2016,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.9,,c,0.2,2017,2017,E12000005,West Midlands,other,Other,percentage,Percentage
0.7,,c,0.2,2015,2015,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
0.7,,c,0.2,2016,2016,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
0.5,,c,0.2,2016,2016,E12000005,West Midlands,other,Other,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
94.7,,a,0.6,2017,2017,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,other,Other,percentage,Percentage
4401,,a,28,2017,2017,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
0.8,,c,0.2,2014,2014,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
44,,c,11,2018,2018,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.7,,c,0.2,2015,2015,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,d,0.1,2015,2015,E12000005,West Midlands,other,Other,percentage,Percentage
95.7,,a,0.5,2016,2016,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000005,West Midlands,bisexual,Bisexual,number,Number
51,,c,15,2017,2017,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
55,,c,13,2019,2019,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
104,,b,18,2017,2017,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,other,Other,percentage,Percentage
4398,,a,34,2019,2019,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
2.2,,b,0.4,2017,2017,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.9,,c,0.2,2018,2018,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.7,,c,0.2,2018,2018,E12000005,West Midlands,other,Other,percentage,Percentage
1.5,,c,0.3,2019,2019,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
23,,c,8,2019,2019,E12000005,West Midlands,other,Other,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
51,,c,13,2017,2017,E12000005,West Midlands,bisexual,Bisexual,number,Number
3.1,,b,0.5,2014,2014,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
141,,b,21,2014,2014,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
1.1,,c,0.3,2017,2017,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.1,,c,0.3,2017,2017,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
105,,b,17,2015,2015,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
42,,c,13,2016,2016,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
40,,c,10,2017,2017,E12000005,West Midlands,other,Other,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.5,,c,0.2,2019,2019,E12000005,West Midlands,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
2.3,,b,0.4,2018,2018,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
95.4,,a,0.5,2014,2014,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
96,,a,0.5,2015,2015,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.5,,c,0.2,2014,2014,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,other,Other,number,Number
12,,d,5,2014,2014,E12000005,West Midlands,other,Other,number,Number
0.3,,d,0.1,2014,2014,E12000005,West Midlands,other,Other,percentage,Percentage
4386,,a,22,2015,2015,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
94.8,,a,0.6,2018,2018,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
93.9,,a,0.7,2019,2019,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
5487,,a,32,2016,2016,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,number,Number
78,,c,17,2019,2019,E12000002,North West,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,number,Number
19,,c,6,2014,2014,E12000002,North West,bisexual,Bisexual,number,Number
76,,b,13,2016,2016,E12000002,North West,gay-or-lesbian,Gay or lesbian,number,Number
41,,c,11,2017,2017,E12000002,North West,bisexual,Bisexual,number,Number
20,,c,7,2017,2017,E12000002,North West,other,Other,number,Number
5477,,a,31,2019,2019,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,number,Number
0.7,,c,0.2,2017,2017,E12000002,North West,bisexual,Bisexual,percentage,Percentage
1.3,,c,0.3,2019,2019,E12000002,North West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
5461,,a,27,2015,2015,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000002,North West,gay-or-lesbian,Gay or lesbian,number,Number
67,,b,12,2014,2014,E12000002,North West,gay-or-lesbian,Gay or lesbian,number,Number
0.4,,c,0.1,2019,2019,E12000002,North West,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000002,North West,bisexual,Bisexual,percentage,Percentage
145,,b,17,2014,2014,E12000002,North West,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000002,North West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
150,,b,20,2015,2015,E12000002,North West,dont-know-or-refuse,Don't know or refuse,number,Number
5511,,a,27,2017,2017,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,number,Number
88,,c,17,2017,2017,E12000002,North West,gay-or-lesbian,Gay or lesbian,number,Number
2.5,,b,0.3,2014,2014,E12000002,North West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.3,,c,0.1,2017,2017,E12000002,North West,other,Other,percentage,Percentage
1.4,,c,0.3,2018,2018,E12000002,North West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
20,,c,7,2016,2016,E12000002,North West,other,Other,number,Number
,x,x,x,2013,2013,E12000002,North West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
134,,b,17,2017,2017,E12000002,North West,dont-know-or-refuse,Don't know or refuse,number,Number
0.3,,c,0.1,2015,2015,E12000002,North West,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000002,North West,dont-know-or-refuse,Don't know or refuse,number,Number
3.3,,b,0.4,2018,2018,E12000002,North West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E12000002,North West,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000002,North West,bisexual,Bisexual,percentage,Percentage
52,,c,15,2019,2019,E12000002,North West,bisexual,Bisexual,number,Number
25,,c,9,2019,2019,E12000002,North West,other,Other,number,Number
,x,x,x,2012,2012,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000002,North West,other,Other,percentage,Percentage
1.2,,b,0.2,2014,2014,E12000002,North West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
95.1,,a,0.5,2015,2015,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.7,,c,0.2,2015,2015,E12000002,North West,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000002,North West,other,Other,percentage,Percentage
5468,,a,30,2018,2018,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,number,Number
81,,c,18,2018,2018,E12000002,North West,gay-or-lesbian,Gay or lesbian,number,Number
40,,c,10,2018,2018,E12000002,North West,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000002,North West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,c,0.1,2014,2014,E12000002,North West,bisexual,Bisexual,percentage,Percentage
1.3,,b,0.2,2015,2015,E12000002,North West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,c,0.1,2016,2016,E12000002,North West,other,Other,percentage,Percentage
95,,a,0.5,2016,2016,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000002,North West,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000002,North West,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000002,North West,bisexual,Bisexual,number,Number
5464,,a,22,2014,2014,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,number,Number
25,,c,9,2018,2018,E12000002,North West,other,Other,number,Number
57,,d,25,2016,2016,E12000002,North West,bisexual,Bisexual,number,Number
134,,b,16,2016,2016,E12000002,North West,dont-know-or-refuse,Don't know or refuse,number,Number
190,,b,22,2018,2018,E12000002,North West,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
75,,b,13,2015,2015,E12000002,North West,gay-or-lesbian,Gay or lesbian,number,Number
1,,d,0.4,2016,2016,E12000002,North West,bisexual,Bisexual,percentage,Percentage
2.3,,b,0.3,2016,2016,E12000002,North West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.5,,c,0.3,2017,2017,E12000002,North West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
94.2,,a,0.5,2019,2019,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.9,,c,0.3,2019,2019,E12000002,North West,bisexual,Bisexual,percentage,Percentage
185,,b,21,2019,2019,E12000002,North West,dont-know-or-refuse,Don't know or refuse,number,Number
16,,c,6,2014,2014,E12000002,North West,other,Other,number,Number
95.1,,a,0.5,2017,2017,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000002,North West,other,Other,number,Number
39,,c,11,2015,2015,E12000002,North West,bisexual,Bisexual,number,Number
16,,c,5,2015,2015,E12000002,North West,other,Other,number,Number
,x,x,x,2013,2013,E12000002,North West,other,Other,number,Number
1.3,,b,0.2,2016,2016,E12000002,North West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,c,0.1,2014,2014,E12000002,North West,other,Other,percentage,Percentage
2.6,,b,0.4,2015,2015,E12000002,North West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.7,,c,0.2,2018,2018,E12000002,North West,bisexual,Bisexual,percentage,Percentage
2.3,,b,0.3,2017,2017,E12000002,North West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
94.2,,a,0.5,2018,2018,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.4,,c,0.1,2018,2018,E12000002,North West,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000002,North West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
3.2,,b,0.4,2019,2019,E12000002,North West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
95.7,,a,0.4,2014,2014,E12000002,North West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,S92000003,Scotland,bisexual,Bisexual,number,Number
11,,c,4,2014,2014,S92000003,Scotland,other,Other,number,Number
16,,d,8,2015,2015,S92000003,Scotland,other,Other,number,Number
4237,,a,26,2016,2016,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,number,Number
72,,b,11,2015,2015,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,number,Number
4232,,a,16,2014,2014,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,number,Number
36,,c,9,2014,2014,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,number,Number
70,,b,12,2016,2016,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,number,Number
18,,c,6,2017,2017,S92000003,Scotland,other,Other,number,Number
4229,,a,20,2015,2015,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,number,Number
14,,c,5,2014,2014,S92000003,Scotland,bisexual,Bisexual,number,Number
73,,b,11,2014,2014,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
53,,c,13,2016,2016,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,number,Number
0.6,,c,0.2,2015,2015,S92000003,Scotland,bisexual,Bisexual,percentage,Percentage
0.8,,c,0.2,2017,2017,S92000003,Scotland,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,S92000003,Scotland,bisexual,Bisexual,percentage,Percentage
14,,d,6,2016,2016,S92000003,Scotland,other,Other,number,Number
47,,b,8,2017,2017,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,number,Number
96.9,,a,0.4,2014,2014,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
65,,c,13,2019,2019,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,number,Number
34,,c,11,2017,2017,S92000003,Scotland,bisexual,Bisexual,number,Number
4280,,a,22,2018,2018,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,S92000003,Scotland,other,Other,percentage,Percentage
0.6,,c,0.2,2018,2018,S92000003,Scotland,other,Other,percentage,Percentage
1.1,,c,0.3,2017,2017,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.4,,c,0.3,2019,2019,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.5,,c,0.2,2019,2019,S92000003,Scotland,other,Other,percentage,Percentage
,x,x,x,2013,2013,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
95.9,,a,0.6,2016,2016,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.2,,c,0.3,2016,2016,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,d,0.1,2016,2016,S92000003,Scotland,other,Other,percentage,Percentage
56,,b,10,2019,2019,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,number,Number
0.3,,c,0.1,2014,2014,S92000003,Scotland,bisexual,Bisexual,percentage,Percentage
96.3,,a,0.5,2015,2015,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
4287,,a,19,2017,2017,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,number,Number
1,,c,0.3,2015,2015,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
47,,c,13,2018,2018,S92000003,Scotland,bisexual,Bisexual,number,Number
56,,c,14,2018,2018,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,number,Number
1.7,,b,0.3,2014,2014,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,S92000003,Scotland,other,Other,number,Number
43,,d,19,2016,2016,S92000003,Scotland,bisexual,Bisexual,number,Number
50,,c,12,2017,2017,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,number,Number
22,,c,7,2019,2019,S92000003,Scotland,other,Other,number,Number
,x,x,x,2012,2012,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
26,,c,8,2018,2018,S92000003,Scotland,other,Other,number,Number
,x,x,x,2013,2013,S92000003,Scotland,other,Other,percentage,Percentage
,x,x,x,2012,2012,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
4271,,a,23,2019,2019,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,number,Number
0.4,,d,0.2,2015,2015,S92000003,Scotland,other,Other,percentage,Percentage
26,,c,9,2015,2015,S92000003,Scotland,bisexual,Bisexual,number,Number
1.6,,b,0.3,2016,2016,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
44,,c,10,2018,2018,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,number,Number
0.4,,c,0.1,2017,2017,S92000003,Scotland,other,Other,percentage,Percentage
54,,c,14,2019,2019,S92000003,Scotland,bisexual,Bisexual,number,Number
1.3,,c,0.3,2018,2018,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
95.6,,a,0.5,2019,2019,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.2,,c,0.3,2019,2019,S92000003,Scotland,bisexual,Bisexual,percentage,Percentage
1.3,,b,0.2,2019,2019,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1,,d,0.4,2016,2016,S92000003,Scotland,bisexual,Bisexual,percentage,Percentage
96.6,,a,0.4,2017,2017,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1,,c,0.3,2018,2018,S92000003,Scotland,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,S92000003,Scotland,bisexual,Bisexual,percentage,Percentage
0.8,,c,0.2,2014,2014,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,S92000003,Scotland,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,S92000003,Scotland,other,Other,number,Number
46,,c,12,2015,2015,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,number,Number
0.2,,c,0.1,2014,2014,S92000003,Scotland,other,Other,percentage,Percentage
1.6,,b,0.3,2015,2015,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.1,,b,0.2,2017,2017,S92000003,Scotland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
96.1,,a,0.5,2018,2018,S92000003,Scotland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1,,c,0.2,2018,2018,S92000003,Scotland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
