v4_3,Data Marking,CV,CI+/-,calendar-years,Time,administrative-geography,Geography,sexual-orientation,SexualOrientation,unit-of-measure,UnitOfMeasure
,x,x,x,2013,2013,K02000001,United Kingdom,bisexual,Bisexual,number,Number
166,,b,19,2014,2014,K02000001,United Kingdom,other,Other,number,Number
49590,,a,81,2015,2015,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,number,Number
599,,a,42,2015,2015,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,number,Number
50095,,a,138,2020,2020,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,number,Number
0.6,,a,0.1,2017,2017,K02000001,United Kingdom,other,Other,percentage,Percentage
1.2,,a,0.1,2015,2015,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2.6,,a,0.1,2015,2015,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
2.3,,a,0.1,2017,2017,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.2,,a,0.1,2016,2016,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.8,,b,0.1,2016,2016,K02000001,United Kingdom,bisexual,Bisexual,percentage,Percentage
3,,a,0.1,2019,2019,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
209,,b,23,2015,2015,K02000001,United Kingdom,other,Other,number,Number
314,,a,30,2018,2018,K02000001,United Kingdom,other,Other,number,Number
353,,b,44,2020,2020,K02000001,United Kingdom,other,Other,number,Number
2.5,,a,0.1,2016,2016,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1351,,a,68,2018,2018,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,number,Number
840,,a,64,2019,2019,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,number,Number
359,,a,35,2019,2019,K02000001,United Kingdom,other,Other,number,Number
0.7,,a,0.1,2019,2019,K02000001,United Kingdom,other,Other,percentage,Percentage
95,,a,0.2,2016,2016,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.6,,a,0.1,2019,2019,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2.6,,a,0.2,2020,2020,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
49221,,a,78,2014,2014,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1331,,a,57,2015,2015,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,number,Number
95.2,,a,0.2,2015,2015,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1438,,a,59,2014,2014,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,number,Number
706,,a,49,2017,2017,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,number,Number
970,,a,74,2020,2020,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,number,Number
94.6,,a,0.2,2018,2018,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.5,,b,0.1,2014,2014,K02000001,United Kingdom,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,K02000001,United Kingdom,other,Other,number,Number
591,,a,49,2019,2019,K02000001,United Kingdom,bisexual,Bisexual,number,Number
0.5,,a,0,2016,2016,K02000001,United Kingdom,other,Other,percentage,Percentage
,x,x,x,2013,2013,K02000001,United Kingdom,other,Other,percentage,Percentage
1.3,,a,0.1,2017,2017,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.9,,a,0.1,2018,2018,K02000001,United Kingdom,bisexual,Bisexual,percentage,Percentage
2.5,,a,0.1,2018,2018,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.6,,a,0.1,2018,2018,K02000001,United Kingdom,other,Other,percentage,Percentage
50181,,a,99,2018,2018,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,number,Number
1594,,a,75,2019,2019,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,number,Number
1.1,,a,0.1,2019,2019,K02000001,United Kingdom,bisexual,Bisexual,percentage,Percentage
0.7,,b,0.1,2020,2020,K02000001,United Kingdom,other,Other,percentage,Percentage
1400,,a,89,2020,2020,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,K02000001,United Kingdom,other,Other,percentage,Percentage
,x,x,x,2013,2013,K02000001,United Kingdom,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
49914,,a,112,2019,2019,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,number,Number
0.7,,a,0.1,2015,2015,K02000001,United Kingdom,bisexual,Bisexual,percentage,Percentage
95,,a,0.2,2017,2017,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
340,,a,33,2015,2015,K02000001,United Kingdom,bisexual,Bisexual,number,Number
279,,b,28,2014,2014,K02000001,United Kingdom,bisexual,Bisexual,number,Number
564,,a,40,2014,2014,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,number,Number
1.3,,b,0.1,2020,2020,K02000001,United Kingdom,bisexual,Bisexual,percentage,Percentage
1.4,,a,0.1,2018,2018,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,percentage,Percentage
49843,,a,90,2016,2016,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,number,Number
1201,,a,60,2017,2017,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,number,Number
404,,b,47,2016,2016,K02000001,United Kingdom,bisexual,Bisexual,number,Number
273,,a,26,2016,2016,K02000001,United Kingdom,other,Other,number,Number
50114,,a,89,2017,2017,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,number,Number
457,,a,41,2018,2018,K02000001,United Kingdom,bisexual,Bisexual,number,Number
95.3,,a,0.1,2014,2014,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.1,,a,0.1,2014,2014,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,b,0,2014,2014,K02000001,United Kingdom,other,Other,percentage,Percentage
2.8,,a,0.1,2014,2014,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.8,,a,0.1,2020,2020,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,percentage,Percentage
682,,b,71,2020,2020,K02000001,United Kingdom,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,K02000001,United Kingdom,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,K02000001,United Kingdom,bisexual,Bisexual,percentage,Percentage
93.6,,a,0.3,2020,2020,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
398,,a,37,2017,2017,K02000001,United Kingdom,bisexual,Bisexual,number,Number
319,,a,29,2017,2017,K02000001,United Kingdom,other,Other,number,Number
723,,a,53,2018,2018,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,number,Number
0.4,,b,0,2015,2015,K02000001,United Kingdom,other,Other,percentage,Percentage
1305,,a,59,2016,2016,K02000001,United Kingdom,dont-know-or-refuse,Don't know or refuse,number,Number
644,,a,46,2016,2016,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,number,Number
93.7,,a,0.2,2019,2019,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.8,,a,0.1,2017,2017,K02000001,United Kingdom,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,K02000001,United Kingdom,other,Other,number,Number
,x,x,x,2013,2013,K02000001,United Kingdom,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2013,2013,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000007,London,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000007,London,other,Other,number,Number
137.974,,b,21,2015,2015,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
288.631,,a,26,2015,2015,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
6472,,a,42,2017,2017,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
146,,b,27,2018,2018,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
2.2,,b,0.3,2016,2016,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
35.607,,c,11,2016,2016,E12000007,London,other,Other,number,Number
4,,b,0.4,2016,2016,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
347,,b,37,2018,2018,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
2,,b,0.3,2015,2015,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
93.2,,a,0.6,2017,2017,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.6,,c,0.2,2017,2017,E12000007,London,bisexual,Bisexual,percentage,Percentage
89.4,,a,0.9,2020,2020,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,bisexual,Bisexual,number,Number
6336.192,,a,36,2015,2015,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
47.117,,c,13,2015,2015,E12000007,London,bisexual,Bisexual,number,Number
42,,c,13,2017,2017,E12000007,London,other,Other,number,Number
52,,c,14,2018,2018,E12000007,London,other,Other,number,Number
53,,c,16,2019,2019,E12000007,London,other,Other,number,Number
0.5,,c,0.2,2016,2016,E12000007,London,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,bisexual,Bisexual,percentage,Percentage
0.6,,c,0.2,2017,2017,E12000007,London,other,Other,percentage,Percentage
88.9,,a,0.8,2019,2019,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.7,,c,0.2,2019,2019,E12000007,London,other,Other,percentage,Percentage
6.5,,a,0.6,2019,2019,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
131,,b,19,2014,2014,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000007,London,other,Other,percentage,Percentage
51,,c,12,2014,2014,E12000007,London,bisexual,Bisexual,number,Number
149.38,,b,23,2016,2016,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
44.727,,c,13,2016,2016,E12000007,London,bisexual,Bisexual,number,Number
87,,c,21,2019,2019,E12000007,London,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000007,London,other,Other,percentage,Percentage
4.4,,a,0.4,2014,2014,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.7,,c,0.2,2018,2018,E12000007,London,bisexual,Bisexual,percentage,Percentage
21,,c,7,2014,2014,E12000007,London,other,Other,number,Number
299,,a,28,2014,2014,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
27.522,,c,7,2015,2015,E12000007,London,other,Other,number,Number
6403.17,,a,40,2016,2016,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
241,,b,30,2017,2017,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
5.2,,b,0.7,2020,2020,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
6326,,a,58,2019,2019,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.7,,c,0.2,2014,2014,E12000007,London,bisexual,Bisexual,percentage,Percentage
92.7,,a,0.5,2015,2015,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
92.7,,a,0.6,2016,2016,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
6411,,a,68,2020,2020,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
1.9,,b,0.3,2014,2014,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
123,,c,32,2020,2020,E12000007,London,bisexual,Bisexual,number,Number
58,,c,21,2020,2020,E12000007,London,other,Other,number,Number
0.4,,c,0.1,2015,2015,E12000007,London,other,Other,percentage,Percentage
4.2,,a,0.4,2015,2015,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
0.7,,c,0.2,2015,2015,E12000007,London,bisexual,Bisexual,percentage,Percentage
144,,b,23,2017,2017,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
2.9,,b,0.5,2020,2020,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.7,,c,0.4,2020,2020,E12000007,London,bisexual,Bisexual,percentage,Percentage
0.8,,c,0.3,2020,2020,E12000007,London,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
45,,c,12,2017,2017,E12000007,London,bisexual,Bisexual,number,Number
184,,c,36,2019,2019,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
208,,b,35,2020,2020,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000007,London,bisexual,Bisexual,percentage,Percentage
1.2,,c,0.3,2019,2019,E12000007,London,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.6,,c,0.5,2019,2019,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
6240,,a,36,2014,2014,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000007,London,other,Other,number,Number
374,,b,48,2020,2020,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2013,2013,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,c,0.1,2014,2014,E12000007,London,other,Other,percentage,Percentage
91.5,,a,0.7,2018,2018,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
277.616,,b,29,2016,2016,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
0.6,,c,0.2,2016,2016,E12000007,London,bisexual,Bisexual,percentage,Percentage
51,,c,13,2018,2018,E12000007,London,bisexual,Bisexual,number,Number
6455,,a,48,2018,2018,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
3.5,,b,0.4,2017,2017,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
2.1,,b,0.4,2018,2018,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.7,,c,0.2,2018,2018,E12000007,London,other,Other,percentage,Percentage
4.9,,b,0.5,2018,2018,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
466,,a,42,2019,2019,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
2.1,,b,0.3,2017,2017,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
92.5,,a,0.5,2014,2014,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000001,North East,bisexual,Bisexual,number,Number
23,,c,6,2014,2014,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
1.1,,c,0.3,2014,2014,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.4,,b,0.3,2016,2016,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
28,,c,8,2019,2019,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
0.4,,d,0.2,2018,2018,E12000001,North East,other,Other,percentage,Percentage
1.3,,c,0.4,2019,2019,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
26,,c,6,2015,2015,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
2073,,a,11,2017,2017,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
6,,d,4,2017,2017,E12000001,North East,bisexual,Bisexual,number,Number
7,,d,3,2017,2017,E12000001,North East,other,Other,number,Number
0.2,,d,0.2,2016,2016,E12000001,North East,bisexual,Bisexual,percentage,Percentage
4,,d,2,2014,2014,E12000001,North East,other,Other,number,Number
36,,b,6,2014,2014,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
5,,d,3,2016,2016,E12000001,North East,bisexual,Bisexual,number,Number
5,,d,3,2016,2016,E12000001,North East,other,Other,number,Number
25,,c,7,2017,2017,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
1.8,,c,0.6,2020,2020,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
96.8,,a,0.5,2017,2017,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.7,,d,0.4,2020,2020,E12000001,North East,other,Other,percentage,Percentage
26,,c,8,2016,2016,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
96.9,,a,0.5,2015,2015,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2055,,a,9,2014,2014,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
3,,d,2,2015,2015,E12000001,North East,other,Other,number,Number
9,,d,4,2018,2018,E12000001,North East,other,Other,number,Number
,x,x,x,2013,2013,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1,,d,0.5,2019,2019,E12000001,North East,bisexual,Bisexual,percentage,Percentage
1.2,,c,0.3,2017,2017,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,d,0.2,2017,2017,E12000001,North East,bisexual,Bisexual,percentage,Percentage
1.1,,c,0.3,2018,2018,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
96.1,,a,0.6,2019,2019,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
4,,d,2,2014,2014,E12000001,North East,bisexual,Bisexual,number,Number
30,,b,6,2016,2016,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
23,,c,7,2018,2018,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
1.2,,c,0.3,2015,2015,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.5,,b,0.3,2015,2015,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.9,,c,0.4,2020,2020,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
96.8,,a,0.4,2014,2014,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.4,,c,0.3,2017,2017,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
24,,c,6,2018,2018,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
2063,,a,13,2019,2019,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
26,,c,10,2020,2020,E12000001,North East,bisexual,Bisexual,number,Number
14,,d,8,2020,2020,E12000001,North East,other,Other,number,Number
14,,d,6,2018,2018,E12000001,North East,bisexual,Bisexual,number,Number
26,,c,6,2019,2019,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
38,,c,13,2020,2020,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000001,North East,other,Other,percentage,Percentage
2026,,a,19,2020,2020,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
6,,d,3,2019,2019,E12000001,North East,other,Other,number,Number
,x,x,x,2012,2012,E12000001,North East,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2061,,a,10,2015,2015,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
1.7,,b,0.3,2014,2014,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
0.2,,d,0.1,2015,2015,E12000001,North East,bisexual,Bisexual,percentage,Percentage
4,,d,2,2015,2015,E12000001,North East,bisexual,Bisexual,number,Number
1.2,,c,0.4,2020,2020,E12000001,North East,bisexual,Bisexual,percentage,Percentage
0.3,,d,0.1,2019,2019,E12000001,North East,other,Other,percentage,Percentage
0.2,,d,0.1,2014,2014,E12000001,North East,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
96.7,,a,0.5,2018,2018,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
94.4,,a,0.9,2020,2020,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,other,Other,number,Number
0.2,,d,0.1,2016,2016,E12000001,North East,other,Other,percentage,Percentage
41,,c,8,2020,2020,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
30,,c,7,2017,2017,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
2073,,a,11,2018,2018,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
0.3,,d,0.1,2017,2017,E12000001,North East,other,Other,percentage,Percentage
,x,x,x,2013,2013,E12000001,North East,bisexual,Bisexual,percentage,Percentage
0.2,,d,0.1,2014,2014,E12000001,North East,bisexual,Bisexual,percentage,Percentage
1.1,,c,0.3,2018,2018,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
22,,d,10,2019,2019,E12000001,North East,bisexual,Bisexual,number,Number
33,,b,6,2015,2015,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
0.2,,d,0.1,2015,2015,E12000001,North East,other,Other,percentage,Percentage
2070,,a,10,2016,2016,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
96.9,,a,0.5,2016,2016,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.7,,d,0.3,2018,2018,E12000001,North East,bisexual,Bisexual,percentage,Percentage
1.2,,c,0.4,2016,2016,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.2,,c,0.3,2019,2019,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000001,North East,other,Other,number,Number
47,,c,15,2020,2020,E12000003,Yorkshire and The Humber,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,other,Other,number,Number
,x,x,x,2012,2012,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,number,Number
4099,,a,23,2015,2015,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,number,Number
0.5,,c,0.2,2016,2016,E12000003,Yorkshire and The Humber,other,Other,percentage,Percentage
0.5,,c,0.1,2017,2017,E12000003,Yorkshire and The Humber,other,Other,percentage,Percentage
94.1,,a,0.7,2018,2018,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
3.3,,b,0.4,2017,2017,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
95.1,,a,0.5,2015,2015,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.4,,c,0.1,2015,2015,E12000003,Yorkshire and The Humber,other,Other,percentage,Percentage
127,,b,17,2014,2014,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,number,Number
56,,c,19,2018,2018,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,number,Number
41,,c,10,2014,2014,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,number,Number
31,,c,9,2015,2015,E12000003,Yorkshire and The Humber,bisexual,Bisexual,number,Number
4103,,a,24,2017,2017,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,number,Number
22,,c,7,2016,2016,E12000003,Yorkshire and The Humber,other,Other,number,Number
1.1,,c,0.3,2019,2019,E12000003,Yorkshire and The Humber,bisexual,Bisexual,percentage,Percentage
93,,a,0.9,2020,2020,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
94.4,,a,0.6,2016,2016,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.1,,c,0.3,2016,2016,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,percentage,Percentage
3.1,,b,0.4,2018,2018,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
21,,c,7,2014,2014,E12000003,Yorkshire and The Humber,bisexual,Bisexual,number,Number
95.1,,a,0.5,2014,2014,E12000003,Yorkshire and The Humber,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
19,,d,8,2014,2014,E12000003,Yorkshire and The Humber,other,Other,number,Number
48,,c,12,2016,2016,E12000003,Yorkshire and The Humber,gay-or-lesbian,Gay or lesbian,number,Number
115,,b,16,2015,2015,E12000003,Yorkshire and The Humber,dont-know-or-refuse,Don't know or refuse,number,Number
21,,c,6,2017,2017,E12000003,Yorkshire and The Humber,other,Other,number,Number
,x,x,x,2013,2013,E12000003,Yorkshire and The Humber,other,Other,percentage,Percentage
